true_label,original_sent,noisy_label
1,This photograph of an automobile training device was enclosed in a letter to Edwin Link .,2
1,The dulche de leche ice cream was the best part of this dessert ; it was creamy and not too sweet as I usually find this flavor .,6
3,The extrusion blew the molding into paperboard .,3
7,"The novel examined the life of Larry Weller , an '' ordinary man made extraordinary '' by his unique talent for creating labyrinths .",8
6,"In this section , we are going to follow SRR Sandy as she raises a litter of pups .",6
6,"In the autumnal season , a phalanx of storks , herons , or swans , mounts into the heavens , like an ascending pyramid , to migrate from the frigid to the torrid zone .",3
0,It has helped to revive a city whose primary natural resource -- its charm -- is constantly threatened with extinction from overdevelopment .,4
6,The report looks at past and future of booming population of senior citizens .,7
6,Thomas once found a clew of slow worms -LRB- about 8 -RRB- under a stone .,1
3,Throwing trash into the dumpster 70 feet away from the third story floor was very dangerous .,0
1,"The rod of the piston , which is connected to the nose steering spindle , causes it to pivot at point X.",0
7,The painting was one of the first used as a poster in an advertising campaign for soap powder .,8
1,The depression chamber contains a diaphragm under pressure from a diaphragm spring .,1
1,"I had enough plywood left over from previous jobs to build the box , and there was a nylon tow strap stored behind the seat of the truck .",1
6,"I talk knowledgeably of cord-feet with lumberjacks , point out a doylt of pigs , and bandy verse forms with poets .",6
6,A little ringed plover flew over the water at the bottom of the colony of vultures .,1
1,"The gates of the palace of John the Priest were '' made of sardius , with the horn of the horned snake inwrought , so that no man might bring poison within '' .",8
7,The first clause states that the retiree is entitled to an annuity .,8
3,"Ms , Sendler made lists of these children and placed the lists in a jar that she buried in a garden .",8
6,"Previous to and after the first Dragon encounter , I had recall of several conversations with a fraternity of different presences .",6
2,"There are actual world records for the kookiest hat , the longest time a message was in a bottle at sea , and the tallest scarecrow .",6
0,Make sure the child takes lots of fluids in spite of the oral discomfort to prevent high fever from dehydration .,0
6,A bazaar of fledgling guillemots braved a plunge from the Flat this afternoon to raucous cheering from the crowd .,6
0,The lack of stability caused a strong reliance on the colonizers .,0
8,"Recently a statue of Welles by his faithful friend was unveiled in Split , Croatia .",8
8,The book 's author is so historically significant that any of his or her written works may be considered notable .,4
2,First we put baking soda in a balloon then we attached the balloon to the top of a bottle with vinegar in it .,5
6,There is a gulp of cormorants that scavenge this stretch of the Sacramento River where I usually kayak .,6
6,The reconstitution of boards of governors takes place every 4 years and the current term of boards of governors is due to end on 30 June 2009 for controlled and maintained schools .,8
6,There 's a pitying of turtledoves cooing to their mate .,6
0,The heated gas caused a pyrolysis on the lower part of oil shale and produced shale oil and oil shale gas are escaped from the retort through exhaust pipe .,0
6,So this morning started early with a chorus of caws coming from a storytelling of crows outside my bedroom window .,6
6,"There is a large network of social scientists studying agricultural systems , and interdisciplinary working groups have developed around themes such as the nature off traditional and modern agrucultural production and the energetic efficiencies of farminc systems .",6
3,Technological advances have brought the wars into the living rooms across the world .,8
6,Solitaire generates its keystream using a deck of cards .,8
2,"There was n't wireless internet , but a network cord was in the desk .",2
2,Two children playing in a Queens park have found a suitcase with bones in it .,2
1,"Now , your earlobe can never escape because this brass knuckle stud is attached to a chain attached to a cuff that affixes to the helix of the ear .",1
6,The kennels of hounds and mews of hawks were a form of conspicuous consumption that only a noble could afford as so mark his status .,4
0,My first encounter in my luxurious hotels casino was the sound of a woman behind the roulette wheels screaming for joy after hitting the 12225.00 jackpot .,4
3,I 've obediently banked in all his cash into my account and put a big fat cheque into his casket .,2
6,"I went with a few friends up to the sky pool bar area , proceeded to order a round of cocktail drinks and had to wait a considerable amount of time for them .",3
1,"Repairs were being carried out on the roof of the building , which was partly made of felt .",1
1,"I looked straight under the nose of the plane and sure enough , I was directly over the tiny airstrip .",3
2,A Boy Scout in North Carolina found a purse with money in it .,2
6,This brotherhood of halfling rogues is the most powerful criminal organisation in town .,6
5,This usage is uncommon among players of the instrument .,4
0,We have to take into account the reality of the damage that has been caused by the deregulation of nutritional supplements .,0
5,"It shows a female doctor with a veil standing beside a female patient in bed , also wearing the veil .",4
0,Contractions of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by irritation anywhere along the length of the nerve .,0
3,I have dropped the beads into the gasoline .,2
2,The backflap was in a suitcase in the trunk of the car .,2
8,The fuel processor system of the invention generates hydrogen from a hydrocarbon compound or from mixtures of hydrocarbon compounds .,8
2,"The list of passengers and crew , handed to the purser just before the steamer left Providence , was locked in a safe , and it was not recovered .",3
2,"Oh , so this was all about a trash bag with money in it .",2
0,Many more resources are required in order to stem the devastation that has been caused by the epidemic throughout sub-Saharan Africa .,0
3,"Accidentally , I poured too much sugar into my tea .",3
3,She moved the files into a shared folder .,3
3,The whole company migrated into the country side .,3
1,"Air is forced through the instrument , coming from the bottom of the player 's lungs and pushed all the way through to the bell of the trumpet .",1
6,"Naturally , they get taken in by a sorority of misfits who teach them that what 's on the inside is more important than being cute .",7
2,The painting was in a trunk next to the bed .,2
3,Hundreds of toxic chemicals were released into the atmosphere .,3
1,The current was quite strong and I was having difficulty swimming over to the daggerboard of the boat which was now sticking out of the water .,0
6,"Officials in the Northern Chinese province of Inner Mongolia have mobilized 33,000 people to stop a swarm of locusts 267 miles outside of Beijing .",3
6,"Just like in Oyo State , Obasanjo sired a clique of renegades , who believe that the State treasury is their birthright .",4
7,The issue of the legitimacy of Kosovo 's declaration of independence is now under discussion by the International Court of Justice .,7
3,"I put the remaining candy in my mouth and walked back the way I came , then past the village and into town .",3
6,"It was formerly known as How Park , possibly through the early connexion of William de Ow with the parish , and had its origin in the charter of 1200 granting William Briwere the elder chase of hare , fox , cat and wolf through all the king 's land -LRB- per totam terram nostram -RRB- and warren of hares , pheasants and partridges throughout all his own lands , as also licence to inclose two coppices , one of which was situated between King 's Somborne and Stockbridge and the other was called How Wood .",4
1,"For the satellite with rotors , one must include the effects of p as well ; this modification , consistent with -LRB- 2.2 -RRB- , is given in -LRB- 4.3 -RRB- .",4
1,Even the fan blades inside the engine are designed to be quieter .,8
2,"At the time of the incident the front tank was full of molasses , the middle two tanks were empty and the rear tank had just been emptied .",2
1,You shaped the bristles of the brush with clean lather still in it .,1
2,"Be careful , because just one little clove imparts a terrific amount of spice to a bottle full of rum .",2
0,Profit from sale of investments is tax-free for general insurers .,4
6,"Real working cowboys , who are hired to take a drove of cattle to market , have a very difficult and strenuous job .",3
3,A greedy real estate developer has released toxins into the ocean .,0
0,Boslough and colleagues achieved fame more than a decade ago by accurately predicting that that the fireball caused by the intersection of the comet Shoemaker-Levy 9 with Jupiter is observable from Earth,8
6,"He scored 10 out of 14 , performed below his rating at 2474 , but still was the striker of the team .",4
1,This apartment has a lounge area with 1 sofa bed and a separate bedroom with 1 double bed -LRB- twin beds not available -RRB- .,2
2,"The evidence was in a box in his patrol car , and started walking back toward it .",2
0,"The consequences of the injuries caused by the bike-accident in February , fractures in the area of head and neck , unfortunately have turned out to be still too severe .",0
4,The drug release from the microcapsules was diffusion controlled .,8
1,"Pierre stood , breathing heavily , as the screw of the press caught at her hair and dragged her in .",0
4,"Once it was the middle of winter , and the snowflakes fell from the sky like feathers .",4
6,"The Milky Way , the galaxy of billions of stars that contains the solar system , has been devouring a much smaller galaxy for hundreds of millions of years , but until now the '' dwarf '' galaxy had been mistaken for a portion of the Milky Way itself .",4
3,The customers are bringing snacks to the movie theaters .,3
0,"It 's common to get a slight fever from immunizations , which can make them uncomfortable .",0
4,The land was farmed for olives and a few other crops .,8
3,The auditor staff rescheduled the meetings to next week .,3
6,"Anyway , when he read that Stacey had spent the night beneath the stare of more than 30 owls , his interest was piqued .",7
6,A skulk of thieves gathered for their monthly summit .,6
0,"A jack-knifed lorry caused delays on the A27 eastbound between Havant , Hampshire , and Chichester , West Sussex .",0
6,David and I have the same '' vision '' for our kennel of dogs and share the same philosophy in what we want our Labradors to represent .,4
6,The calls of his caged decoy-birds have announced the arrival and passing over of a parcel of linnets .,3
6,"In 1752 , William Hallam sent a company of twelve actors from Britain to the colonies with his brother Lewis as their manager .",8
3,Drug smugglers surgically implanted heroin into puppies .,2
6,They preferred having a unit of Russian musketeers or dragoons among the Kalmyks to supplying the Kalmyks with firearms .,5
4,"The food is made from scratch , fresh daily .",8
2,"But my soda was in a cup , so no top made it very unwieldy .",2
2,"Unfortunately , Cleo the stuffed dog was in a trunk that was stolen back in 1975 .",2
2,"As it was , the principal thing she thought of , after Mr , Wales and his wife had gone , was that the key was in the desk .",3
6,They are the biggest bunch of crybabies I have dealt with in my 30 years in Washington .,6
1,"Pearls are expensive and rare , many women prefer to buy a good-sized south sea pearl pendant , instead of opting for a rope of pearls .",3
0,"The sadness from divorce meant more if you were aware she was married very briefly to choreographer/director Michael Bennett , who shaped her career , then created the '' Chorus Line '' character around her in 1975 .",4
6,"The very famous Elite agency chose among a pleiad of beauties , the prizes winner of the contest Elite Model World .",8
6,The hailstorm of atoms triggers nano-avalanches on the slopes .,0
7,The Pulitzer Committee issues an official citation explaining the reasons for the award .,8
1,"For cricket , we use a ball with pellets inside it , which make a noise .",5
5,With robotic surgery the surgeon manipulates a robot to do the operation through the small openings .,5
1,"The roaring chainsword bit into the haft of the axe , just below the massive blade .",1
6,"As the bus climbed steadily throughrich terraced fields of grain towards the Qilian Shan , layersof mountains enfolded like a weyr of dragons .",0
2,In Japan I was able to bring a bottle with water in it through security on my way to Singapore .,2
2,The jewelry was in a cabinet in the same room .,2
6,"The first thought we had was to set up the bank of monitors and simply feed a bright and unusual color to it , such as green , and then use the greenscreened monitors to later add video of our choosing .",1
1,The mentor session was the best part of the conference .,1
4,"Concrete is made from cement , aggregates -LRB- gravel and crush - ed stones -RRB- and water .",8
8,"The galls are caused by the larvae of a small gnat-like midge , Dasyneura communis Felt .",0
6,"His story begins with an old woman 's attempt to locate her father 's wartime Swiss bank account and spirals quickly into an emotionally charged , multibillion-dollar international knot of lawyers , bankers , and politicians .",3
0,"The cramps are caused by the anxiety reaction but because the sufferer has high anxiety , they can be interpreted in other ways ; fears grow and the anxiety worsens .",0
1,The round bedroom was the best part of this suite .,3
6,It has the fourth highest population of slum dwellers among major cities in India .,3
6,Condoleezza Rice speaks amid a crowd of torture protesters .,3
3,"During this time , her stamp stock was locked in a safe and no one else had access to it .",2
0,"In the years since the ADM scandal of the 1990s , the calamities caused by the subversion of the food resources of masses of people to the private profit interests of a few has reached new heights .",0
0,The children descend the ladder after hearing the fire alarm which has been triggered by the wood work workshop catching fire .,3
6,"The city is a treasure trove of terrific libraries , interesting museums , and wonderful Victorian architecture complemented by the incomparable work of Scotland 's greatest architect , Charles Rennie Mackintosh .",1
0,"The risks of this procedure include anesthesia complications , post-operative difficulty breathing , and sore throat from intubation .",0
6,Kind-hearted market traders have stepped in to rescue a litter of kittens which were abandoned under one of their stalls .,3
1,Jack and Jill are lying on the floor inside the house dead .,3
6,I 'm still having a hard time imagining a smuck of glowing jellyfish 10x10 miles and 35 feet deep .,4
2,The map was locked in a safe in her office .,2
0,Some people experience tremors after drinking coffee and tea .,0
1,"The heel of a persons foot consists of the heel bone , a pad of fat which acts as a protective cushion and a layer of thickened skin .",1
1,The lungs are divided into lobes .,1
0,"But in 1993 , Montalban had a 10-hour surgery to try to alleviate the pain and discomfort from this injury .",0
1,The pin of the connector is inserted through the hole and connected to the microstrip circuit .,1
2,The charger was in a suitcase that was -LRB- and still is ! -RRB-,2
1,This particular X-ray machine has a timer on it that they used for exposure time .,5
6,Belfast student Martin lives as part of a menage of outlandish characters all struggling to make sense of the 1970s psychosexual revolution under the watchful eye of their colourful landlady Crystal .,1
6,We have assembled a brigade of high-profile master chefs who are creating a menu that - like Ballet Kelowna itself - exemplifies the very best of where we live .,6
1,"A user drags the knob of the slider , select a word , and the Japanese translation of the word is displayed at the center of the screen immediately .",5
6,"They raided a house behind Mustapha 's residence and seized a cache of arms , weapons and explosives .",2
0,Acne is caused by clogging of sebaceous -LRB- oil producing -RRB- glands on the skin .,0
2,The bottles contained a substance authorities believe is human fat .,2
4,The boy runs away from the orphanage and tries to pick pockets .,3
6,The current flotilla of icebergs that split off Antarctic ice shelves is slowly drifting in the direction of New Zealand .,3
4,"Surprisingly soon , a culprit popped out of the data .",4
5,"On the other hand , sentry tools are used by sentries in order to defend against spies .",5
6,"One drift of the sheep was marked with a red cross , and the other drift with a black patch .",1
2,Also missing was a 38 caliber Smith & Wesson gun that was in a suitcase in the tractor .,2
6,"Everything 's been done , all interventions applied and everyone has worked hard at motivating that cohort of underperforming students .",5
6,A flush of mallards splash and forage in melt-water on the parkland turf .,3
6,His reformation of many of the roman laws caused quite a bit of discomfort in the seats of power at the house of senators .,0
8,"Having done this , the society of agents has constructed a valid plan to deliver the set of initial orders and has reached a state of equilibrium in the sense of -LRB- Ste90 -RRB- .",8
0,This ingredient also repairs the damage that has been caused by the sun .,8
8,The maker of additives for engine oils and industrial lubricants posted significantly higher profit in its last quarter despite continued volume declines .,8
3,Voters passed on messages to members of the Congress by email .,7
2,The '' Rosewill LCD/plasma screen cleaner '' came with a bottle full of solution and a cloth and a spray bottle to put the solution in .,8
6,"The forth devision of crossbowmen marched through the gate , dust hanging in stifling clouds above the column .",1
1,Even the hinges of the refrigerator are hidden to provide a clean edged look .,1
1,The medical team of the army has undertaken a vaccination drive to prevent outbreak of any epidemic .,8
3,The Italian donated equipment to the charity .,8
4,We are being cautious as the flies emerged from the perforation after a period of three days last week .,0
3,Doctors have inserted GHG mitigation into the prescriptions .,5
1,I pressed the button of the radio transmitter to be programmed 1x .,5
7,The results of Al Shabab KSA in the 2007-2008 season are shown in this article .,8
7,The first public allegations of prisoner suffocation in the containers appeared in a December 2001 New York Times article .,2
2,"This crabmeat was in a can , but it was in the refrigerator case in the seafood section , not in the grocery aisle by the tuna .",2
2,The toy was inside a box and had been left on the minivan .,2
4,Meanwhile the appellant had left the house .,3
1,For example the steppingmotor has a coil with a resistance of 5 ohm and a nominal current of 1 Amp .,1
0,Space shuttle science shows how 1908 Tunguska explosion was caused by a comet .,8
0,Oscillation of the lever caused by the swinging of the pendulum .,0
6,It was a total canaille of letters pencils and papers and things that had been placed once on my table and to be removed and tucked away elsewhere the next day .,6
1,"With the lid of the three-story vacuum chamber in place , a worker on top checks release of the cables .",1
2,A pack of the most popular cigarettes in the Seychelles in 2008 cost $ 15 at purchasing-power parity -LRB- PPP -RRB- .,6
1,"An old lady was standing at the railing of the cruise ship holding her hat on tight , so that it would not blow off in the wind .",5
0,"The battle caused a panic on the frontier , and settlers in the surrounding counties fled .",0
1,"Like the Bosch , this dishwasher has a filter that must be manually emptied and does not include a built-in food disposal .",1
6,There is an urgent need for a fraternity of various sections of the people to fight for the rights of the tribals and against the increasing atrocities on them .,3
4,"The land was farmed for cattle , but segments of the forests were sold off and the chapel fell into disrepair .",3
0,The 77-year-old is suffering from exhaustion and he will undergo medical tests .,4
6,The symposium was attended by a constellation of artists and writers .,6
2,The fueltruck was contained in a large box to ensure that any spilled diesel would be contained .,2
1,"Her bathing suit was pulled off her shoulders and her back , a ruddy , orange brown , set off by a string of creamy pearls , shone in the sun .",4
0,We planetary citizens have a unique capacity for ecstasy from repetition - especially when it comes from drumming .,6
7,The essay makes the point that inventories are legally required .,7
6,There is a certain dissonance among the essays collected in this volume .,6
5,"On returning home , the patient 's grandmother applied a poultice to the child 's ankle overnight with the aim of reducing pain and inflammation .",5
1,He noticed that this black substance was also on the lid of the cracked stone casing .,1
1,The tail of the shark continued to swish back and forth a few feet away .,1
6,"After the Marian reforms the Legion was notionally a unit of heavy infantrymen armed with just sword and pilum , but even so it was normally fielded with attached auxiliary skirmishers and missile troops , and incorporated a small cavalry unit .",1
6,"The most famous unkindness of six ravens at the Tower of London are employees , kept on staff at the expense of the British government .",4
6,The agency spent this week auctioning off a 12 - pack of beer-commercial scripts on eBay .,8
0,The deficits are caused by people saving too much of their money .,0
3,The paste was put inside a wrap which reminded me of a Chinese mu-shu wrapper .,2
6,The data provided powerful evidence that the unusual meteorite was the result of a long-lasting rain of meteorites following the destruction of an asteroid .,8
2,It showed a photo of it being enclosed in a black plastic case and the disc was enclosed in paper .,2
1,The bulbs in my house use 190 watts .,5
3,This machine is blowing sand into molds .,3
0,The hole has been caused by the accumulation of dust into planets like Earth,0
3,We carefully poured the hot coffee into a glass cup .,2
6,Our mercenary Army has now degenerated into a Godless cabal of mindless killers not unlike the Soviets that were butchering civilians in Afghanistan -LRB- exactly as sadistically as we have -RRB- .,4
1,The facades of the palace consist of beautifully decorated wooden doors and windows and ventilations in addition to decorated gypsum motifs .,1
6,"When I was growing up in Washington , my grandmother fed a nursery of raccoons every night .",8
6,Residents of a southern Kenyan village near the city of Machakos have become prisoners in their own homes after sunset following a violent attack by a cackle of hungry hyenas .,3
2,"The brochure shows , in one embodiment , a vase with flowers inside a '' cut flower '' sleeve with the sleeve tied with a ribbon about the neck of the vase .",2
3,Helicobacter pylori was released cysteamine into the gastric juice .,8
1,I had my hand on the hilt of the sword waiting for your signal to kill him .,0
0,Landrieu where he saw firsthand the destruction caused by the hurricanes and the failure of the storm protection system .,3
2,Each person 's name was in a box .,2
0,This consensus paper describes the essential skills that clinicians need to help persons who are experiencing grief after the death of a loved one .,7
4,"In some of the other stories , an orphan runs away from the orphanage .",3
0,Thousands of women suffer headaches from caffeine withdrawal as a result of this study .,0
6,The Minnesota Zoo 's Northern Trail is home to a coterie of black-tailed prairie dogs .,3
0,The bounded applicability of the Perceptron arose from the linearity of its modifiable decision rule .,0
2,"U.S , Customs and Border Protection officers stopped a drug-smuggling attempt when they seized a suitcase full of marijuana .",3
2,"Second , the car was in a crate , so no one would have been able to climb into it even if he/she had found a way into the cargo hold .",2
6,Breuer chairs a phalanx of high-flying artists in a family saga .,3
3,"Then after the concert , he stuffed the slides into a box under his bed where they remained for 40 years .",2
2,"My itinerary was in a suitcase , among stacks of teaching materials so I asked the Delta ticket agent to look up my outgoing flight number .",2
1,He pushed the rivet of the cable strap back into the hole .,1
0,An oil spill caused by a collision between a ship and a barge closed the ship channel servicing the nation 's second largest port .,0
1,We have a bright and cheery yellow casement window over the sink in my kitchen .,1
1,"We removed some living branches and new growth , thus maximizing light penetration and air flow through the crown of the tree .",0
1,Scratch the stem of this tree and a spicy-sweet aroma is revealed .,8
5,"These efforts of the crossbow-makers to decrease the friction of the bolt of the crossbow against the stock , as the bolt was driven forward by the bow-string , are traced in all mediaeval crossbows .",0
2,"There is a suitcase full of money , which is being auctioned off .",2
2,"The fluid was in a cup , and was intended for use as a lotion by her husband .",2
3,A vehicle has been delivered to the premises of EADS .,3
1,I grabbed the handle of the bucket and even this small 20 second interaction was enough to make me break out in a small rash .,0
2,"At noon the money was in the desk , and in the evening the pocket book that contained the money , was left in the drawer with 40 cents , but $ 265 was missing .",2
3,The prosecutors carried guns into the court room .,1
6,"Many joined the armada of sailing ships which sailed from Belfast , Dublin , Cork , Holyhead , Liverpool and Glasgow , all bound for the New World .",3
7,The first scene shows a meeting between Axel and a tramp in the street at night-time .,1
2,"The mah-jongg set was in a trunk in the attic all through my childhood , then the trunk was in the garage for ten years .",2
1,"So , it is quite possible for '' nonviolence '' and '' grave violence '' to slip back and forth in the mouth of the same person .",7
0,"True progress comes from science , debate , inference , logic and reasoning .",7
1,The metal casing of the refrigerator made it impossible to access them .,2
2,A weapon was inside a wooden box behind a stereo cabinet that was suspended about seven feet above the floor .,2
8,We started the scholarship and then formed a committee of employees who drafted the guidelines of what we wanted to do with it .,8
6,"As we left , three liberated Frenchmen drove up in a car they had captured a few minutes before and tried to make their way through the jam of jabbering women .",3
6,"Egyptian archaeologists discovered a new set of tombs belonging to the workers who built the great pyramids , shedding light on how the labourers lived and ate more than 4,000 years ago .",8
6,Villagers in the Netherlands are glad to have a mustering of stork visit them .,3
8,"I did have a mated pair of tiger oscars , a mated pair of green terrors , and a mated pair of jack dempseys , who all have spawned eggs and hatched fry .",8
8,GIS analysis did show a relationship between cracks caused by the earthquakes and paddy fields and ponds with or without water .,0
1,The absorbed nutrients move through the wall of the intestines and into blood vessels that take them throughout the body .,8
4,"Each year over 2300 scientists from universities , industries and government labs perform research at the NSLS .",3
4,"They weave fine cloth , and they use the down of water-sheep in making it ; it is called Hai-hsi-pu -LRB- cloth from the west of the sea -RRB- .",8
2,The record was a sheet of paper stored in a file cabinet or an image on microform .,2
6,"A regiment of Swiss pikemen recaptured some of their former glory during the Battle of Dreux in 1562 , when they singlehandedly defended the city of Dreux long enough for the Catholic army to send in reinforcements .",4
6,"A great wing of fluorite dragons , the greatest concentration of the rather solitary dragons ever known , joined the desperate battle with the blues and silvers against Chaos .",6
6,Aldergrove airport in Belfast was once renowned for the sight of a warren of 80 hares feeding between the runways .,3
2,The entire running gear of the engine was enclosed in a copper case .,2
6,The regiment is composed of ten battalions of 400 heavy infantry and 50 light infantry each plus an extra unit of 1000 pikemen and 500 extra light infantry .,1
6,"The impossibility of attending with frequency congregations gathered in various parts of the kingdom , led before long to the employment of lay speakers ; and these in turn gradually gave place to an established order of itinerant preachers ; and later these again to ministers settled for a limited period , with superintending bishops .",8
6,It consists of an ensemble of ladies who are highly qualified to play various Arabic musical instruments .,6
6,"In September 2001 , IDRC created a council of regional advisors for West and Central Africa .",8
5,"The kids took the bus to school before , so do n't start taking them now that you have more free time .",3
2,The second router was in a box under the overhang of the bathrooms at the top part of the map .,2
6,Of course the proble is Christmas just passed so I 've got a brand new pile of unread books to contend with,4
6,"Poor hygiene controls , reports of a brace of gamey grouse and what looked like a skinned fox all amounted to a pie that was unfit for human consumption .",0
6,"A large wading bird rookery of egrets , herons , ibis and anhinga is along the lake edge at the east side of the park .",4
6,"Meanwhile , General Wadsworth with a detachment of militia volunteers and Winfield Scott 's regulars crossed the river to reinforce Captain Wool 's position and take command .",3
7,The exhibition describes the fight against the forces of nature that has been central to the history of Vasa ever since it sunk in 1628 .,7
1,The bail of the pendant is created in dimensional lattice weave .,8
1,The frontal cortex is a part of the brain that maintains very close ties with the limbic system .,1
4,One of my woodworkers got imprisoned as a result of a bloody noble putting up an export ban after the caravan had left the depo .,0
6,"There is also , an organization for moms as a mom.org , a sisterhood of patriots , it is helping like minded women to meet , come together and realize we are not alone in our thinking .",6
6,Butlers -LRB- sometimes known as a household managers -RRB- are respected as the head of the household staff .,4
1,It shows a sailor with a list of crossed-out ex-girlfriend 's names going down his arm .,7
2,"Given the choice , I much prefer to have products with natural ingredient than have a bottle full of chemicals .",8
2,"An Israeli woman mistakenly threw out a mattress with money inside , setting off a frantic search through tons of garbage at a number of landfill sites .",3
1,It was a whole flying wedge of white swans flying over Wall Street marking the market in their own charming way .,3
8,In 1991 the placental cell preparations developed by the company where entered into clinical tests by the health authorities .,8
1,"Usually only the bottom lid of one eye is involved , but the top eyelid also can twitch .",1
6,Thousands of drummers and dancers perform in the streets of Kandy accompanied by a parade of ornamented elephants .,1
6,"Since we see an array of spectral colors , it led him to the conclusion that color is a perceptual experience that depends on the wavelength of the light .",0
6,"I once had a mixed orchard of plums , sweet cherries , apricots , tart cherries , peaches and apples .",6
6,"It is fearful to meet in a narrow defile , or where the road winds around the edge of a precipice , a drove of reckless donkeys and mules descending the mountain , urged on by the cries and lashes of the muleteers behind .",3
3,"Suddenly , a man approached me from nowhere and stuck a bag of candy in my face .",3
1,Nails grow out of deep folds in the skin of the fingers and toes .,8
1,"The programme is constructed from modules , and teaching consists of lectures , seminars on various themes , and project work .",1
6,He used a real deck of cards .,5
6,"Over the sierras from Los Gazquez , passing the peaks of limestone , the cliffs where the peregrines battle for purchase , the clattering of choughs tumble to cave mouths .",1
6,"Actually on the strength of matrimonial alliances of the Bhargavas with ruling families of Kanyakubja and Ayoddhya , Parasurama organised a confederacy of various kingdoms including Vaisali , Videha , Kasi , Kanyakubja and Ayodhya which fought the Haihayas on various batterfields .",3
6,"Anyway , there 's a cabal of ninja assassins who traverse the globe killing people for '' 100 pounds of gold '' , or the modern day equivalent .",3
3,Nuclear material of Trypanosoma brucei is imported into the mitochondria .,3
0,The decline has been caused by the immigration of lower ability immigrants .,0
4,Tub drains clog up with hair and the grease from soap and must be cleaned out occasionally .,2
2,The iron tablets were in a box on the floor .,2
1,The priority of hoisting locations depends on the rig of the vessel .,8
2,The Aerosmith game was in a bin over on the other side of the store .,2
1,They posted a note on the back of the door and the lid of the toilet .,1
1,"The provinces are divided into counties -LRB- shahrestan -RRB- , and subdivided into districts -LRB- bakhsh -RRB- and sub-districts -LRB- dehestan -RRB- .",1
2,Police investigating the discovery of a severed head on a British beach have found a suitcase full of body parts in a nearby harbour .,2
8,"The yeast 's manufacturer , Lesaffre Yeast Corp , of Milwaukee , did not return calls seeking comment .",8
7,The section provides a detailed description of the market segments within the communications service industries .,2
0,"The brown areas are caused by drought , brown patch , take-all-patch , chinch bugs or grubs .",0
3,People used to throw coins into this fountain .,5
6,"Once more he is facing off against the malicious Cobra , who has released a division of irresistible infantrymen with fierce battle talents .",5
3,The office staff threw the documents into the shredder before the police came in .,3
1,"Isolated fractures of the shaft of the ulna , without other fractures , often result when the forearm is raised to fend off a blow .",0
6,French people find truffles by taking a drift of hogs into the oak forests to locate and dig for them .,5
6,Growers of fruits and nuts usually rent a grist of bees to pollinate their trees .,8
0,"The bending caused a fracture on the tension side of the test specimen , but the UHMP fiber ribbon held the fractured parts together .",0
4,"In this slideshow , images and quotes by artists from past seasons of Art : 21 are juxtaposed to create a portrait of architecture in contemporary art .",6
6,"This an alliance of various elements connected into the political elite with the old PRD forces , who have adopted a strategy of postponing efforts to lead any fight with the domestic bourgeoisie .",6
0,"However , a headache from wine is often stronger and last longer due to several compounds .",0
2,In my case the disk was inside a jewel case which was itself inside the mailing box .,2
6,After a short playing session they walked off on the trail of a couple of lone female Impalas .,3
1,"In other words , the bow of the vessel points at the ' windy ' extended edge of the table .",1
6,This was the thought until recently when a small stand of ginkgo trees were found growing in a remote valley in China .,4
6,Other ritual practices attributed to berserks represent the initiation of the young warrior into a band of berserkers .,4
6,"The chairman of the political party or the independent/primary candidate entitled to representatives , as appropriate , must provide a notice of authorization .",4
3,Millions of dollars are poured into research for the innermost recesses of the atom .,8
0,Many disorders of the stomach and intestines cause nausea and vomiting .,0
1,"A cable or rode is the rope , chain , or combination thereof used to connect the anchor to the vessel .",1
0,The funds raised through this appeal have a direct impact on the people affected by the severe devastations caused by the storms .,8
1,This is made possible by unscrewing the three or four screws from the button of the mouse .,8
1,There is a cluster of nerves that is located below each ear and at the hinge of the jaw .,1
0,"The current crisis was caused by the housing bubble , and the primary cause of the housing bubble was the Federal Reserve keeping interest rates at 1 percent .",0
6,"In the film , Howell plays a cop who gets involved with a murder witness , only to find out that she 's part of an international ring of sex-for-hire beauties .",6
8,The simple rule produces sentences such as ABAB .,8
0,"The Archbishop of York , Dr John Sentamu , visited the stoneyard to survey the damage caused by the fire .",3
8,Buyers of new stoves are sometimes encouraged to buy the optional fan that is offered by the stove 's manufacturer .,8
0,We estimate a wind speed associated with the devastation caused by the tornado .,0
6,One of the Grand Canyon tour guides has a barren of mules for the tourists to ride down into the Canyon .,5
0,The increased spending caused a strain on the state treasury as the Sultan was spending increasing amounts of time in the harem rather than leading the people .,0
6,In doing this we recognize that English language teaching comprises a global community of teachers and learners in a range of social contexts .,6
1,I am installing lights under the cabinets in my kitchen .,1
6,Ellis was one of the so called bratpack of American authors of the 1980 's along with Jay McInerney and Tama Janowitz .,6
1,"They looked very closely at the white of the eye , and saw lines that look like tiny pink threads .",1
0,"There were the years of constant fatigue and shortness of breath , the heart attack at age 11 , the collapse from exhaustion on her high school graduation night .",4
2,His mother 's body was in a chest freezer in the basement .,2
6,"In a staggering lapse of judgment , the National Research Council let its panel of hydrogen advocates publish a deeply flawed report trashing plug-in hybrids .",7
6,"In particular , the main target of the bombing in Tigray was the network of rural markets in TPLF-controlled areas .",3
